,0,1,2,3,4
444,New Jersey,F,15,54208,58022
445,New Jersey,F,16,52815,58825
446,New Jersey,F,17,52918,59284
447,New Jersey,F,18,48383,58217
448,New Jersey,F,19,45910,51872
449,New Jersey,F,20,47658,52726
450,New Jersey,F,21,46601,54512
451,New Jersey,F,22,46518,52223
452,New Jersey,F,23,47909,52601
453,New Jersey,F,24,47751,51185
454,New Jersey,F,25,49805,53116
455,New Jersey,F,26,50344,51334
456,New Jersey,F,27,52524,48697
457,New Jersey,F,28,56102,52359
458,New Jersey,F,29,61685,47013
459,New Jersey,F,30,64873,51329
460,New Jersey,F,31,62665,53082
461,New Jersey,F,32,63572,53301
462,New Jersey,F,33,65517,54789
463,New Jersey,F,34,68457,56177
464,New Jersey,F,35,72558,57404
465,New Jersey,F,36,73865,59897
466,New Jersey,F,37,73266,64997
467,New Jersey,F,38,72927,67366
468,New Jersey,F,39,73816,64546
469,New Jersey,F,40,75226,64632
470,New Jersey,F,41,73159,66421
471,New Jersey,F,42,72371,68732
472,New Jersey,F,43,71100,72619
473,New Jersey,F,44,68286,73252
474,New Jersey,F,45,67763,72477
475,New Jersey,F,46,64313,71522
476,New Jersey,F,47,62759,72520
477,New Jersey,F,48,60526,73425
478,New Jersey,F,49,59877,71188
479,New Jersey,F,50,60058,69825
480,New Jersey,F,51,57978,68238
481,New Jersey,F,52,58637,65557
482,New Jersey,F,53,62757,64292
483,New Jersey,F,54,47727,60739
484,New Jersey,F,55,45851,58823
485,New Jersey,F,56,45758,56115
486,New Jersey,F,57,49139,55014
487,New Jersey,F,58,42678,55051
488,New Jersey,F,59,38667,52644
489,New Jersey,F,60,38032,52050
490,New Jersey,F,61,35600,57253
491,New Jersey,F,62,35577,42643
492,New Jersey,F,63,33562,40568
493,New Jersey,F,64,32452,39824
494,New Jersey,F,65,32848,43182
495,New Jersey,F,66,31080,37439
496,New Jersey,F,67,31588,33677
497,New Jersey,F,68,32232,33216
498,New Jersey,F,69,32391,31084
499,New Jersey,F,70,33124,30891
500,New Jersey,F,71,31678,28959
501,New Jersey,F,72,32246,28018
502,New Jersey,F,73,31706,27975
503,New Jersey,F,74,30619,25920
504,New Jersey,F,75,31196,25888
505,New Jersey,F,76,30070,25957
506,New Jersey,F,77,28748,25597
507,New Jersey,F,78,27658,25598
508,New Jersey,F,79,27035,23913
509,New Jersey,F,80,25439,23803
510,New Jersey,F,81,21730,22789
511,New Jersey,F,82,21220,21318
512,New Jersey,F,83,19121,21073
513,New Jersey,F,84,17164,19637
514,New Jersey,F,85,98078,120390
515,North Dakota,M,0,3999,4584
516,North Dakota,M,1,3943,4419
517,North Dakota,M,2,4088,4365
518,North Dakota,M,3,3971,4113
519,North Dakota,M,4,4093,3892
520,North Dakota,M,5,4171,3870
521,North Dakota,M,6,4322,3787
522,North Dakota,M,7,4348,3586
523,North Dakota,M,8,4497,3790
524,North Dakota,M,9,4462,3687
525,North Dakota,M,10,4821,3869
526,North Dakota,M,11,4716,3773
527,North Dakota,M,12,4944,3909
528,North Dakota,M,13,4823,4026
529,North Dakota,M,14,5159,4217
530,North Dakota,M,15,5220,4260
531,North Dakota,M,16,5232,4468
532,North Dakota,M,17,5438,4430
533,North Dakota,M,18,5604,5047
534,North Dakota,M,19,5886,6434
535,North Dakota,M,20,5795,6182
536,North Dakota,M,21,5231,5748
537,North Dakota,M,22,5249,6440
538,North Dakota,M,23,4698,6109
539,North Dakota,M,24,4096,5648
540,North Dakota,M,25,3994,4936
541,North Dakota,M,26,3727,5810
542,North Dakota,M,27,3671,4168
543,North Dakota,M,28,3610,4274
544,North Dakota,M,29,3812,4208
545,North Dakota,M,30,3818,3901
546,North Dakota,M,31,3668,3381
547,North Dakota,M,32,3588,3243
548,North Dakota,M,33,3584,3448
549,North Dakota,M,34,3726,3374
550,North Dakota,M,35,4095,3547
551,North Dakota,M,36,4314,3420
552,North Dakota,M,37,4484,3688
553,North Dakota,M,38,4616,3600
554,North Dakota,M,39,4866,3643
555,North Dakota,M,40,4969,3508
556,North Dakota,M,41,4962,3569
557,North Dakota,M,42,4934,3585
558,North Dakota,M,43,5064,3932
559,North Dakota,M,44,5132,4123
560,North Dakota,M,45,5081,4365
561,North Dakota,M,46,4954,4400
562,North Dakota,M,47,4943,4637
563,North Dakota,M,48,4933,4813
564,North Dakota,M,49,4354,4707
565,North Dakota,M,50,4379,4765
566,North Dakota,M,51,4095,4806
567,North Dakota,M,52,4010,4821
568,North Dakota,M,53,4026,4819
569,North Dakota,M,54,3045,4675
570,North Dakota,M,55,3123,4650
571,North Dakota,M,56,3093,4668
572,North Dakota,M,57,3065,4075
573,North Dakota,M,58,2777,4068
574,North Dakota,M,59,2557,3753
575,North Dakota,M,60,2411,3716
576,North Dakota,M,61,2403,3641
577,North Dakota,M,62,2397,2755
578,North Dakota,M,63,2372,2806
579,North Dakota,M,64,2279,2785
580,North Dakota,M,65,2324,2693
581,North Dakota,M,66,2074,2360
582,North Dakota,M,67,2230,2201
583,North Dakota,M,68,2115,2036
584,North Dakota,M,69,2066,2026
585,North Dakota,M,70,2178,1984
586,North Dakota,M,71,2132,1900
587,North Dakota,M,72,2080,1848
588,North Dakota,M,73,2069,1860
589,North Dakota,M,74,1988,1592
590,District of Columbia,F,85,6578,7949
591,Florida,M,0,96891,118845
592,Florida,M,1,96241,118562
593,Florida,M,2,95962,117764
594,Florida,M,3,97571,115442
595,Florida,M,4,98921,113414
596,Florida,M,5,100872,112225
597,Florida,M,6,103385,112369
598,Florida,M,7,105891,114473
599,Florida,M,8,107297,107170
600,Florida,M,9,110452,107341
601,Florida,M,10,114085,107091
602,Florida,M,11,110550,109206
603,Florida,M,12,107550,110886
604,Florida,M,13,106247,112469
605,Florida,M,14,106676,114964
606,Florida,M,15,107102,117668
607,Florida,M,16,104404,119080
608,Florida,M,17,105018,122527
609,Florida,M,18,103106,121759
610,Florida,M,19,98862,112307
611,Florida,M,20,99630,111945
612,Florida,M,21,93540,112038
613,Florida,M,22,91366,114441
614,Florida,M,23,91643,118647
615,Florida,M,24,89265,119523
616,Florida,M,25,93660,122639
617,Florida,M,26,91698,122213
618,Florida,M,27,95710,124393
619,Florida,M,28,102051,123591
620,Florida,M,29,108005,115059
621,Florida,M,30,112357,113122
622,Florida,M,31,104673,110591
623,Florida,M,32,104384,107816
624,Florida,M,33,106612,110485
625,Florida,M,34,112132,109574
626,Florida,M,35,122356,112328
627,Florida,M,36,124018,118251
628,Florida,M,37,123763,124092
629,Florida,M,38,124249,127268
630,Florida,M,39,125258,120058
631,Florida,M,40,128828,118783
632,Florida,M,41,121569,120354
633,Florida,M,42,121360,125046
634,Florida,M,43,119076,134622
635,Florida,M,44,113743,135429
636,Florida,M,45,115824,134862
637,Florida,M,46,109190,133928
638,Florida,M,47,105743,134217
639,Florida,M,48,101985,136098
640,Florida,M,49,100030,128070
641,Florida,M,50,101104,127322
642,Florida,M,51,97524,124907
643,Florida,M,52,98104,119249
644,Florida,M,53,103654,120391
645,Florida,M,54,80299,114310
646,Florida,M,55,81463,110304
647,Florida,M,56,80100,107370
648,Florida,M,57,84227,105637
649,Florida,M,58,74283,107162
650,Florida,M,59,71420,104161
651,Florida,M,60,71779,106569
652,Florida,M,61,69239,108575
653,Florida,M,62,69912,86517
654,Florida,M,63,68303,88225
655,Florida,M,64,67654,87519
656,Florida,M,65,69396,90923
657,Florida,M,66,65285,80373
658,Florida,M,67,67224,76475
659,Florida,M,68,68008,75087
660,Florida,M,69,68744,70421
661,Florida,M,70,69890,68682
662,Florida,M,71,67055,65238
663,Florida,M,72,66345,62768
664,Florida,M,73,64748,62531
665,Florida,M,74,61089,57165
666,Florida,M,75,60053,57284
667,Florida,M,76,56904,56721
668,Florida,M,77,53383,56186
669,Florida,M,78,51014,55313
670,Florida,M,79,47526,51480
671,Florida,M,80,42814,49612
672,Florida,M,81,36996,46701
673,Florida,M,82,34263,42593
674,Florida,M,83,29757,40759
675,Florida,M,84,25681,36309
676,Florida,M,85,113951,199180
677,Florida,F,0,92803,113205
678,Florida,F,1,90743,113133
679,Florida,F,2,91961,112272
680,Florida,F,3,92395,109917
681,Florida,F,4,94072,107962
682,Florida,F,5,96113,106341
683,Florida,F,6,98135,107067
684,Florida,F,7,99759,109771
685,Florida,F,8,101879,103109
686,Florida,F,9,105664,101034
687,Florida,F,10,108858,102544
688,Florida,F,11,104588,103409
689,Florida,F,12,102981,105172
690,Florida,F,13,101314,107018
691,Florida,F,14,100981,109340
692,Florida,F,15,101253,111069
693,Florida,F,16,98627,113005
694,Florida,F,17,97885,117383
695,Florida,F,18,97981,113733
696,Florida,F,19,97213,106850
697,Florida,F,20,96827,108456
698,Florida,F,21,90585,105653
699,Florida,F,22,89417,109238
700,Florida,F,23,89858,113527
701,Florida,F,24,87412,114759
702,Florida,F,25,91740,113190
703,Florida,F,26,90374,116802
704,Florida,F,27,95229,121723
705,Florida,F,28,102176,113799
706,Florida,F,29,108211,111734
707,Florida,F,30,110640,107973
708,Florida,F,31,104048,106631
709,Florida,F,32,104856,103243
710,Florida,F,33,107537,107256
711,Florida,F,34,112617,106743
712,Florida,F,35,122702,110527
713,Florida,F,36,126477,118067
714,Florida,F,37,125632,123676
715,Florida,F,38,125797,126120
716,Florida,F,39,127771,118436
717,Florida,F,40,129871,118364
718,Florida,F,41,124022,120533
719,Florida,F,42,124375,125231
720,Florida,F,43,123613,135509
721,Florida,F,44,118578,138328
722,Florida,F,45,119679,136657
723,Florida,F,46,114659,136722
724,Florida,F,47,111078,138381
725,Florida,F,48,107713,139760
726,Florida,F,49,106500,133818
727,Florida,F,50,107077,133607
728,Florida,F,51,104708,132320
729,Florida,F,52,105209,127850
730,Florida,F,53,111282,129149
731,Florida,F,54,87062,124079
732,Florida,F,55,88525,120377
733,Florida,F,56,88897,117778
734,Florida,F,57,94181,117201
735,Florida,F,58,84424,118163
736,Florida,F,59,80948,116460
737,Florida,F,60,81804,118791
738,Florida,F,61,78651,120818
739,Florida,F,62,79473,97150
740,Florida,F,63,77436,99112
741,Florida,F,64,77929,99557
742,Florida,F,65,79455,103739
743,Florida,F,66,74290,92972
744,Florida,F,67,77147,88221
745,Florida,F,68,77115,86622
746,Florida,F,69,78932,81565
747,Florida,F,70,80857,80187
748,Florida,F,71,79541,75722
749,Florida,F,72,79608,74602
750,Florida,F,73,78667,74443
751,Florida,F,74,76018,68411
752,Florida,F,75,76193,69805
753,Florida,F,76,73371,68461
754,Florida,F,77,69115,68956
755,Florida,F,78,66656,68699
756,Florida,F,79,63795,66050
757,Florida,F,80,58715,64696
758,Florida,F,81,51299,62457
759,Florida,F,82,48680,58314
760,Florida,F,83,43118,57062
761,Florida,F,84,39522,52826
762,Florida,F,85,221202,322186
763,Maryland,M,0,35923,38474
764,Maryland,M,1,35456,38494
765,Maryland,M,2,35575,38042
766,Maryland,M,3,36124,37396
767,Maryland,M,4,37130,37767
768,Maryland,M,5,38179,37230
769,Maryland,M,6,38365,37345
770,Maryland,M,7,39879,37546
771,Maryland,M,8,41023,36258
772,Maryland,M,9,41744,35861
773,Maryland,M,10,43013,35837
774,Maryland,M,11,41074,36416
775,Maryland,M,12,39958,37451
776,Maryland,M,13,39172,38609
777,Maryland,M,14,38446,38676
778,Maryland,M,15,38417,40011
779,Maryland,M,16,37373,41047
780,Maryland,M,17,36980,41657
781,Maryland,M,18,35004,45175
782,Maryland,M,19,33029,38869
783,Maryland,M,20,32505,37411
784,Maryland,M,21,30244,36602
785,Maryland,M,22,29463,36399
786,Maryland,M,23,29156,37326
787,Maryland,M,24,28962,36809
788,Maryland,M,25,29936,39310
789,Maryland,M,26,28873,35190
790,Maryland,M,27,31191,37003
791,Maryland,M,28,33560,37557
792,Maryland,M,29,36745,35750
793,Maryland,M,30,38834,34753
794,Maryland,M,31,37038,33509
795,Maryland,M,32,37652,33731
796,Maryland,M,33,38209,34332
797,Maryland,M,34,39891,32184
