,date,city,country,avg_temp_c
134,2011-03-01,Abidjan Côte D'Ivoire,28.922
135,2011-04-01,Abidjan Côte D'Ivoire,28.754
136,2011-05-01,Abidjan Côte D'Ivoire,27.809
137,2011-06-01,Abidjan Côte D'Ivoire,26.427
138,2011-07-01,Abidjan Côte D'Ivoire,25.302
139,2011-08-01,Abidjan Côte D'Ivoire,24.824
140,2011-09-01,Abidjan Côte D'Ivoire,25.405
141,2011-10-01,Abidjan Côte D'Ivoire,26.388
142,2011-11-01,Abidjan Côte D'Ivoire,27.531
143,2011-12-01,Abidjan Côte D'Ivoire,27.194
144,2012-01-01,Abidjan Côte D'Ivoire,27.317
145,2012-02-01,Abidjan Côte D'Ivoire,27.697
146,2012-03-01,Abidjan Côte D'Ivoire,28.887
147,2012-04-01,Abidjan Côte D'Ivoire,28.025
148,2012-05-01,Abidjan Côte D'Ivoire,27.056
149,2012-06-01,Abidjan Côte D'Ivoire,26.101
150,2012-07-01,Abidjan Côte D'Ivoire,24.989
151,2012-08-01,Abidjan Côte D'Ivoire,24.657
152,2012-09-01,Abidjan Côte D'Ivoire,25.793
153,2012-10-01,Abidjan Côte D'Ivoire,26.511
154,2012-11-01,Abidjan Côte D'Ivoire,27.386
155,2012-12-01,Abidjan Côte D'Ivoire,26.777
156,2013-01-01,Abidjan Côte D'Ivoire,27.751
157,2013-02-01,Abidjan Côte D'Ivoire,29.021
158,2013-03-01,Abidjan Côte D'Ivoire,29.129
159,2013-04-01,Abidjan Côte D'Ivoire,28.626
160,2013-05-01,Abidjan Côte D'Ivoire,27.652
161,2013-06-01,Abidjan Côte D'Ivoire,26.157
162,2013-07-01,Abidjan Côte D'Ivoire,24.951
163,2013-08-01,Abidjan Côte D'Ivoire,24.541
164,2013-09-01,Abidjan Côte D'Ivoire,NaN
165,2000-01-01,Addis Abeba Ethiopia,17.391
166,2000-02-01,Addis Abeba Ethiopia,19.183
167,2000-03-01,Addis Abeba Ethiopia,20.230
168,2000-04-01,Addis Abeba Ethiopia,20.398
169,2000-05-01,Addis Abeba Ethiopia,19.977
170,2000-06-01,Addis Abeba Ethiopia,18.254
171,2000-07-01,Addis Abeba Ethiopia,17.109
172,2000-08-01,Addis Abeba Ethiopia,16.944
173,2000-09-01,Addis Abeba Ethiopia,17.542
174,2000-10-01,Addis Abeba Ethiopia,17.113
175,2000-11-01,Addis Abeba Ethiopia,17.741
176,2000-12-01,Addis Abeba Ethiopia,17.013
177,2001-01-01,Addis Abeba Ethiopia,17.454
178,2001-02-01,Addis Abeba Ethiopia,18.864
179,2001-03-01,Addis Abeba Ethiopia,20.043
180,2001-04-01,Addis Abeba Ethiopia,20.233
181,2001-05-01,Addis Abeba Ethiopia,19.908
182,2001-06-01,Addis Abeba Ethiopia,17.978
183,2001-07-01,Addis Abeba Ethiopia,17.011
184,2001-08-01,Addis Abeba Ethiopia,17.152
185,2001-09-01,Addis Abeba Ethiopia,17.867
186,2001-10-01,Addis Abeba Ethiopia,18.047
187,2001-11-01,Addis Abeba Ethiopia,17.306
188,2001-12-01,Addis Abeba Ethiopia,17.694
189,2002-01-01,Addis Abeba Ethiopia,17.901
190,2002-02-01,Addis Abeba Ethiopia,19.471
191,2002-03-01,Addis Abeba Ethiopia,20.193
192,2002-04-01,Addis Abeba Ethiopia,20.097
193,2002-05-01,Addis Abeba Ethiopia,20.234
194,2002-06-01,Addis Abeba Ethiopia,18.084
195,2002-07-01,Addis Abeba Ethiopia,17.518
196,2002-08-01,Addis Abeba Ethiopia,17.171
197,2002-09-01,Addis Abeba Ethiopia,17.405
198,2002-10-01,Addis Abeba Ethiopia,17.324
199,2002-11-01,Addis Abeba Ethiopia,17.964
200,2002-12-01,Addis Abeba Ethiopia,18.275
201,2003-01-01,Addis Abeba Ethiopia,18.201
202,2003-02-01,Addis Abeba Ethiopia,19.210
203,2003-03-01,Addis Abeba Ethiopia,20.453
204,2003-04-01,Addis Abeba Ethiopia,20.270
205,2003-05-01,Addis Abeba Ethiopia,20.409
206,2003-06-01,Addis Abeba Ethiopia,18.428
207,2003-07-01,Addis Abeba Ethiopia,16.861
208,2003-08-01,Addis Abeba Ethiopia,17.150
209,2003-09-01,Addis Abeba Ethiopia,17.298
210,2003-10-01,Addis Abeba Ethiopia,17.137
211,2003-11-01,Addis Abeba Ethiopia,17.431
212,2003-12-01,Addis Abeba Ethiopia,17.003
213,2004-01-01,Addis Abeba Ethiopia,18.983
214,2004-02-01,Addis Abeba Ethiopia,18.986
215,2004-03-01,Addis Abeba Ethiopia,19.813
216,2004-04-01,Addis Abeba Ethiopia,19.634
217,2004-05-01,Addis Abeba Ethiopia,20.015
218,2004-06-01,Addis Abeba Ethiopia,18.148
219,2004-07-01,Addis Abeba Ethiopia,17.109
220,2004-08-01,Addis Abeba Ethiopia,17.317
221,2004-09-01,Addis Abeba Ethiopia,17.468
222,2004-10-01,Addis Abeba Ethiopia,16.956
223,2004-11-01,Addis Abeba Ethiopia,17.235
224,2004-12-01,Addis Abeba Ethiopia,17.849
225,2005-01-01,Addis Abeba Ethiopia,17.940
226,2005-02-01,Addis Abeba Ethiopia,19.785
227,2005-03-01,Addis Abeba Ethiopia,20.685
228,2005-04-01,Addis Abeba Ethiopia,20.464
229,2005-05-01,Addis Abeba Ethiopia,19.366
230,2005-06-01,Addis Abeba Ethiopia,17.923
231,2005-07-01,Addis Abeba Ethiopia,16.991
232,2005-08-01,Addis Abeba Ethiopia,17.563
233,2005-09-01,Addis Abeba Ethiopia,17.797
234,2005-10-01,Addis Abeba Ethiopia,17.419
235,2005-11-01,Addis Abeba Ethiopia,16.955
236,2005-12-01,Addis Abeba Ethiopia,16.866
237,2006-01-01,Addis Abeba Ethiopia,18.526
238,2006-02-01,Addis Abeba Ethiopia,20.512
239,2006-03-01,Addis Abeba Ethiopia,20.482
240,2006-04-01,Addis Abeba Ethiopia,19.595
241,2006-05-01,Addis Abeba Ethiopia,19.648
242,2006-06-01,Addis Abeba Ethiopia,18.222
243,2006-07-01,Addis Abeba Ethiopia,16.926
244,2006-08-01,Addis Abeba Ethiopia,16.963
245,2006-09-01,Addis Abeba Ethiopia,17.374
246,2006-10-01,Addis Abeba Ethiopia,17.799
247,2006-11-01,Addis Abeba Ethiopia,17.793
248,2006-12-01,Addis Abeba Ethiopia,17.285
249,2007-01-01,Addis Abeba Ethiopia,18.484
250,2007-02-01,Addis Abeba Ethiopia,18.959
251,2007-03-01,Addis Abeba Ethiopia,20.045
252,2007-04-01,Addis Abeba Ethiopia,19.619
253,2007-05-01,Addis Abeba Ethiopia,19.805
254,2007-06-01,Addis Abeba Ethiopia,17.998
255,2007-07-01,Addis Abeba Ethiopia,17.002
256,2007-08-01,Addis Abeba Ethiopia,16.905
257,2007-09-01,Addis Abeba Ethiopia,17.192
258,2007-10-01,Addis Abeba Ethiopia,17.108
259,2007-11-01,Addis Abeba Ethiopia,17.502
260,2007-12-01,Addis Abeba Ethiopia,17.092
261,2008-01-01,Addis Abeba Ethiopia,18.773
262,2008-02-01,Addis Abeba Ethiopia,19.493
263,2008-03-01,Addis Abeba Ethiopia,19.735
264,2008-04-01,Addis Abeba Ethiopia,19.704
265,2008-05-01,Addis Abeba Ethiopia,19.459
266,2008-06-01,Addis Abeba Ethiopia,17.899
267,2008-07-01,Addis Abeba Ethiopia,16.853
268,2008-08-01,Addis Abeba Ethiopia,16.960
269,2008-09-01,Addis Abeba Ethiopia,17.736
270,2008-10-01,Addis Abeba Ethiopia,17.460
271,2008-11-01,Addis Abeba Ethiopia,16.950
272,2008-12-01,Addis Abeba Ethiopia,16.958
273,2009-01-01,Addis Abeba Ethiopia,17.963
274,2009-02-01,Addis Abeba Ethiopia,19.824
275,2009-03-01,Addis Abeba Ethiopia,20.189
276,2009-04-01,Addis Abeba Ethiopia,20.335
277,2009-05-01,Addis Abeba Ethiopia,20.283
278,2009-06-01,Addis Abeba Ethiopia,19.222
279,2009-07-01,Addis Abeba Ethiopia,17.484
280,2009-08-01,Addis Abeba Ethiopia,17.513
281,2009-09-01,Addis Abeba Ethiopia,18.187
282,2009-10-01,Addis Abeba Ethiopia,17.788
283,2009-11-01,Addis Abeba Ethiopia,18.098
284,2009-12-01,Addis Abeba Ethiopia,18.298
285,2010-01-01,Addis Abeba Ethiopia,18.390
286,2010-02-01,Addis Abeba Ethiopia,18.931
287,2010-03-01,Addis Abeba Ethiopia,20.102
288,2010-04-01,Addis Abeba Ethiopia,19.876
289,2010-05-01,Addis Abeba Ethiopia,19.646
290,2010-06-01,Addis Abeba Ethiopia,18.397
291,2010-07-01,Addis Abeba Ethiopia,16.910
292,2010-08-01,Addis Abeba Ethiopia,17.037
293,2010-09-01,Addis Abeba Ethiopia,17.551
294,2010-10-01,Addis Abeba Ethiopia,18.088
295,2010-11-01,Addis Abeba Ethiopia,17.571
296,2010-12-01,Addis Abeba Ethiopia,17.080
297,2011-01-01,Addis Abeba Ethiopia,17.708
298,2011-02-01,Addis Abeba Ethiopia,19.619
299,2011-03-01,Addis Abeba Ethiopia,20.153
300,2011-04-01,Addis Abeba Ethiopia,21.223
301,2011-05-01,Addis Abeba Ethiopia,19.884
302,2011-06-01,Addis Abeba Ethiopia,18.805
303,2011-07-01,Addis Abeba Ethiopia,17.983
304,2011-08-01,Addis Abeba Ethiopia,17.571
305,2011-09-01,Addis Abeba Ethiopia,17.822
306,2011-10-01,Addis Abeba Ethiopia,17.158
307,2011-11-01,Addis Abeba Ethiopia,17.869
308,2011-12-01,Addis Abeba Ethiopia,17.486
309,2012-01-01,Addis Abeba Ethiopia,16.620
310,2012-02-01,Addis Abeba Ethiopia,18.851
311,2012-03-01,Addis Abeba Ethiopia,18.337
312,2012-04-01,Addis Abeba Ethiopia,19.228
313,2012-05-01,Addis Abeba Ethiopia,19.411
314,2012-06-01,Addis Abeba Ethiopia,20.427
315,2012-07-01,Addis Abeba Ethiopia,18.303
316,2012-08-01,Addis Abeba Ethiopia,18.927
317,2012-09-01,Addis Abeba Ethiopia,18.038
318,2012-10-01,Addis Abeba Ethiopia,17.846
319,2012-11-01,Addis Abeba Ethiopia,17.587
320,2012-12-01,Addis Abeba Ethiopia,17.808
321,2013-01-01,Addis Abeba Ethiopia,18.852
322,2013-02-01,Addis Abeba Ethiopia,20.047
323,2013-03-01,Addis Abeba Ethiopia,21.180
324,2013-04-01,Addis Abeba Ethiopia,20.570
325,2013-05-01,Addis Abeba Ethiopia,19.774
326,2013-06-01,Addis Abeba Ethiopia,18.736
327,2013-07-01,Addis Abeba Ethiopia,18.148
328,2013-08-01,Addis Abeba Ethiopia,19.005
329,2013-09-01,Addis Abeba Ethiopia,NaN
330,2000-01-01,Ahmadabad India,20.781
331,2000-02-01,Ahmadabad India,21.246
332,2000-03-01,Ahmadabad India,26.565
333,2000-04-01,Ahmadabad India,32.275
334,2000-05-01,Ahmadabad India,32.847
335,2000-06-01,Ahmadabad India,32.490
336,2000-07-01,Ahmadabad India,28.678
337,2000-08-01,Ahmadabad India,28.616
338,2000-09-01,Ahmadabad India,29.087
339,2000-10-01,Ahmadabad India,29.285
340,2000-11-01,Ahmadabad India,25.577
341,2000-12-01,Ahmadabad India,21.785
342,2001-01-01,Ahmadabad India,19.770
343,2001-02-01,Ahmadabad India,22.438
344,2001-03-01,Ahmadabad India,27.198
345,2001-04-01,Ahmadabad India,31.034
346,2001-05-01,Ahmadabad India,33.358
347,2001-06-01,Ahmadabad India,30.717
348,2001-07-01,Ahmadabad India,27.730
349,2001-08-01,Ahmadabad India,27.893
350,2001-09-01,Ahmadabad India,29.490
351,2001-10-01,Ahmadabad India,29.073
352,2001-11-01,Ahmadabad India,25.516
353,2001-12-01,Ahmadabad India,22.160
354,2002-01-01,Ahmadabad India,19.831
355,2002-02-01,Ahmadabad India,22.333
356,2002-03-01,Ahmadabad India,27.885
357,2002-04-01,Ahmadabad India,32.020
358,2002-05-01,Ahmadabad India,34.317
359,2002-06-01,Ahmadabad India,32.522
360,2002-07-01,Ahmadabad India,29.698
361,2002-08-01,Ahmadabad India,28.036
362,2002-09-01,Ahmadabad India,28.558
363,2002-10-01,Ahmadabad India,29.507
364,2002-11-01,Ahmadabad India,25.437
365,2002-12-01,Ahmadabad India,22.485
366,2003-01-01,Ahmadabad India,21.006
367,2003-02-01,Ahmadabad India,23.304
368,2003-03-01,Ahmadabad India,27.331
369,2003-04-01,Ahmadabad India,31.887
370,2003-05-01,Ahmadabad India,33.511
371,2003-06-01,Ahmadabad India,32.268
372,2003-07-01,Ahmadabad India,28.952
373,2003-08-01,Ahmadabad India,27.820
374,2003-09-01,Ahmadabad India,28.009
375,2003-10-01,Ahmadabad India,27.927
376,2003-11-01,Ahmadabad India,25.657
377,2003-12-01,Ahmadabad India,21.174
378,2004-01-01,Ahmadabad India,20.143
379,2004-02-01,Ahmadabad India,22.730
380,2004-03-01,Ahmadabad India,29.174
381,2004-04-01,Ahmadabad India,32.250
382,2004-05-01,Ahmadabad India,33.376
383,2004-06-01,Ahmadabad India,31.881
384,2004-07-01,Ahmadabad India,29.769
385,2004-08-01,Ahmadabad India,27.586
386,2004-09-01,Ahmadabad India,29.065
387,2004-10-01,Ahmadabad India,27.168
388,2004-11-01,Ahmadabad India,25.943
389,2004-12-01,Ahmadabad India,22.455
390,2005-01-01,Ahmadabad India,18.898
391,2005-02-01,Ahmadabad India,21.815
392,2005-03-01,Ahmadabad India,27.380
393,2005-04-01,Ahmadabad India,30.601
394,2005-05-01,Ahmadabad India,33.250
395,2005-06-01,Ahmadabad India,32.509
396,2005-07-01,Ahmadabad India,29.117
397,2005-08-01,Ahmadabad India,27.755
398,2005-09-01,Ahmadabad India,28.180
399,2005-10-01,Ahmadabad India,27.628
400,2005-11-01,Ahmadabad India,24.659
401,2005-12-01,Ahmadabad India,20.145
402,2006-01-01,Ahmadabad India,20.323
403,2006-02-01,Ahmadabad India,25.196
404,2006-03-01,Ahmadabad India,26.411
405,2006-04-01,Ahmadabad India,30.692
406,2006-05-01,Ahmadabad India,33.697
407,2006-06-01,Ahmadabad India,31.467
408,2006-07-01,Ahmadabad India,28.675
409,2006-08-01,Ahmadabad India,26.732
410,2006-09-01,Ahmadabad India,28.548
411,2006-10-01,Ahmadabad India,28.415
412,2006-11-01,Ahmadabad India,25.325
413,2006-12-01,Ahmadabad India,21.913
414,2007-01-01,Ahmadabad India,20.697
415,2007-02-01,Ahmadabad India,23.644
416,2007-03-01,Ahmadabad India,27.121
417,2007-04-01,Ahmadabad India,32.205
418,2007-05-01,Ahmadabad India,33.748
419,2007-06-01,Ahmadabad India,32.307
420,2007-07-01,Ahmadabad India,29.124
421,2007-08-01,Ahmadabad India,27.979
422,2007-09-01,Ahmadabad India,28.836
423,2007-10-01,Ahmadabad India,27.604
424,2007-11-01,Ahmadabad India,25.621
425,2007-12-01,Ahmadabad India,21.248
426,2008-01-01,Ahmadabad India,19.179
427,2008-02-01,Ahmadabad India,20.244
428,2008-03-01,Ahmadabad India,28.023
429,2008-04-01,Ahmadabad India,30.922
430,2008-05-01,Ahmadabad India,32.850
431,2008-06-01,Ahmadabad India,31.186
432,2008-07-01,Ahmadabad India,28.985
433,2008-08-01,Ahmadabad India,27.246
434,2008-09-01,Ahmadabad India,28.485
435,2008-10-01,Ahmadabad India,28.694
436,2008-11-01,Ahmadabad India,25.452
437,2008-12-01,Ahmadabad India,23.316
438,2009-01-01,Ahmadabad India,21.615
439,2009-02-01,Ahmadabad India,24.194
440,2009-03-01,Ahmadabad India,28.640
441,2009-04-01,Ahmadabad India,31.847
442,2009-05-01,Ahmadabad India,34.075
443,2009-06-01,Ahmadabad India,32.957
444,2009-07-01,Ahmadabad India,29.426
445,2009-08-01,Ahmadabad India,29.072
446,2009-09-01,Ahmadabad India,29.360
447,2009-10-01,Ahmadabad India,28.299
448,2009-11-01,Ahmadabad India,25.187
449,2009-12-01,Ahmadabad India,22.478
450,2010-01-01,Ahmadabad India,20.969
451,2010-02-01,Ahmadabad India,23.573
452,2010-03-01,Ahmadabad India,29.593
453,2010-04-01,Ahmadabad India,33.126
454,2010-05-01,Ahmadabad India,35.419
455,2010-06-01,Ahmadabad India,33.100
456,2010-07-01,Ahmadabad India,29.428
457,2010-08-01,Ahmadabad India,28.225
458,2010-09-01,Ahmadabad India,28.297
459,2010-10-01,Ahmadabad India,28.961
460,2010-11-01,Ahmadabad India,25.340
461,2010-12-01,Ahmadabad India,20.183
462,2011-01-01,Ahmadabad India,19.252
463,2011-02-01,Ahmadabad India,22.699
464,2011-03-01,Ahmadabad India,27.553
465,2011-04-01,Ahmadabad India,31.019
466,2011-05-01,Ahmadabad India,33.438
467,2011-06-01,Ahmadabad India,32.559
468,2011-07-01,Ahmadabad India,29.182
469,2011-08-01,Ahmadabad India,27.802
470,2011-09-01,Ahmadabad India,27.599
471,2011-10-01,Ahmadabad India,28.152
472,2011-11-01,Ahmadabad India,26.452
473,2011-12-01,Ahmadabad India,21.778
474,2012-01-01,Ahmadabad India,18.856
475,2012-02-01,Ahmadabad India,21.224
476,2012-03-01,Ahmadabad India,26.512
477,2012-04-01,Ahmadabad India,31.195
478,2012-05-01,Ahmadabad India,33.276
479,2012-06-01,Ahmadabad India,32.500
480,2012-07-01,Ahmadabad India,29.797
481,2012-08-01,Ahmadabad India,28.086
482,2012-09-01,Ahmadabad India,28.087
483,2012-10-01,Ahmadabad India,28.078
484,2012-11-01,Ahmadabad India,24.391
485,2012-12-01,Ahmadabad India,22.325
486,2013-01-01,Ahmadabad India,19.645
487,2013-02-01,Ahmadabad India,22.726
488,2013-03-01,Ahmadabad India,27.196
489,2013-04-01,Ahmadabad India,30.762
490,2013-05-01,Ahmadabad India,33.856
491,2013-06-01,Ahmadabad India,31.099
492,2013-07-01,Ahmadabad India,28.073
493,2013-08-01,Ahmadabad India,27.512
494,2013-09-01,Ahmadabad India,NaN
495,2000-01-01,Aleppo Syria,5.205
496,2000-02-01,Aleppo Syria,6.832
497,2000-03-01,Aleppo Syria,10.421
498,2000-04-01,Aleppo Syria,17.743
499,2000-05-01,Aleppo Syria,22.240
500,2000-06-01,Aleppo Syria,27.781
501,2000-07-01,Aleppo Syria,31.957
502,2000-08-01,Aleppo Syria,29.873
503,2000-09-01,Aleppo Syria,25.877
504,2000-10-01,Aleppo Syria,18.846
505,2000-11-01,Aleppo Syria,13.380
506,2000-12-01,Aleppo Syria,7.636
507,2001-01-01,Aleppo Syria,7.306
508,2001-02-01,Aleppo Syria,8.787
509,2001-03-01,Aleppo Syria,14.904
510,2001-04-01,Aleppo Syria,17.666
511,2001-05-01,Aleppo Syria,21.191
512,2001-06-01,Aleppo Syria,27.922
513,2001-07-01,Aleppo Syria,30.727
514,2001-08-01,Aleppo Syria,30.330
515,2001-09-01,Aleppo Syria,26.419
516,2001-10-01,Aleppo Syria,20.153
517,2001-11-01,Aleppo Syria,11.430
518,2001-12-01,Aleppo Syria,8.173
519,2002-01-01,Aleppo Syria,4.806
520,2002-02-01,Aleppo Syria,9.745
521,2002-03-01,Aleppo Syria,12.984
522,2002-04-01,Aleppo Syria,15.722
523,2002-05-01,Aleppo Syria,21.571
524,2002-06-01,Aleppo Syria,27.554
525,2002-07-01,Aleppo Syria,30.407
526,2002-08-01,Aleppo Syria,29.396
527,2002-09-01,Aleppo Syria,26.078
528,2002-10-01,Aleppo Syria,21.185
529,2002-11-01,Aleppo Syria,13.707
530,2002-12-01,Aleppo Syria,5.473
531,2003-01-01,Aleppo Syria,7.598
532,2003-02-01,Aleppo Syria,6.078
533,2003-03-01,Aleppo Syria,9.830
534,2003-04-01,Aleppo Syria,16.322
535,2003-05-01,Aleppo Syria,24.059
536,2003-06-01,Aleppo Syria,27.373
537,2003-07-01,Aleppo Syria,30.343
538,2003-08-01,Aleppo Syria,30.795
539,2003-09-01,Aleppo Syria,25.610
540,2003-10-01,Aleppo Syria,20.955
541,2003-11-01,Aleppo Syria,12.280
542,2003-12-01,Aleppo Syria,7.194
543,2004-01-01,Aleppo Syria,6.316
544,2004-02-01,Aleppo Syria,7.077
